id,value
id_0,119.4048586500843
id_1,84.24585599348359
id_2,85.57800386599128
id_3,96.70658874352554
id_4,109.99438080801359
id_5,136.6702873160594
id_6,68.74658174754094
id_7,119.74194156124915
id_8,142.3525154296949
id_9,66.12984555324732
id_10,107.99049082946672
id_11,121.71782247823131
id_12,90.49363401672613
id_13,98.12838952240129
id_14,131.07167218664006
id_15,121.65422089835431
id_16,116.83951471106816
id_17,138.59070217350188
id_18,107.01583198286028
id_19,101.1413461481553
id_20,85.87118705677943
id_21,105.82826120917795
id_22,142.4167194916775
id_23,100.62341800506196
id_24,95.07298526050168
id_25,88.99213602519016
id_26,105.80935946340452
id_27,106.37330507541083
id_28,129.16998754362982
id_29,91.9439601862751
id_30,92.9638021546553
id_31,119.90973061332917
id_32,135.81016198378677
id_33,118.6545225594584
id_34,125.30339352608053
id_35,96.22695682707561
id_36,71.67741460555945
id_37,104.42126661327399
id_38,79.4998534685713
id_39,78.52508704968889
id_40,122.30831757929246
id_41,75.19354942573264
id_42,108.65241017559937
id_43,132.45233138180566
id_44,120.69348889899958
id_45,114.92599185892378
id_46,110.31383559060697
id_47,69.37932725078257
id_48,134.16818210113465
id_49,130.27755615146415
id_50,80.31559518982354
id_51,136.22789592947115
id_52,131.1594780863239
id_53,119.02078764954436
id_54,97.34202010496928
id_55,103.04627783282763
id_56,92.57259194177789
id_57,92.82899344677007
id_58,122.5169138291659
id_59,78.35604524683964
id_60,141.4546487635744
id_61,135.4433690693181
id_62,107.51849285059642
id_63,94.44870084458373
id_64,91.20386595461935
id_65,121.08390070287899
id_66,124.13613420908139
id_67,76.38710303099687
id_68,106.75984286801473
id_69,70.01708549504961
id_70,95.84728028706375
id_71,113.12609584429086
id_72,128.75592252149156
id_73,76.96509946137769
id_74,124.34554567263622
id_75,121.36089731346814
id_76,97.38529131209387
id_77,110.82617098940278
id_78,126.99032361810028
id_79,110.07767535807866
id_80,121.82356013794502
id_81,122.0068041465033
id_82,83.42125582464409
id_83,113.46768046012761
id_84,82.48003453537719
id_85,91.69753728410517
id_86,110.25623599639523
id_87,155.83061267767826
id_88,120.37496437980803
id_89,108.17239065876345
id_90,126.00950246428805
id_91,132.2870427252199
id_92,134.08766964135242
id_93,90.70153233699068
id_94,96.23392302125416
id_95,126.69636109425502
id_96,115.25063780837152
id_97,91.08536497792721
id_98,86.57836557814976
id_99,111.56595401613491
id_100,126.66631558984376
id_101,122.10611255162881
id_102,85.24322831632419
id_103,137.48870817707532
id_104,80.33144264115865
id_105,112.38860828700018
id_106,95.24330548226446
id_107,108.54791653393154
id_108,94.83186696495656
id_109,131.22475820542311
id_110,116.37380425821952
id_111,124.50656210844943
id_112,118.04416458337882
id_113,91.61431593140657
id_114,133.86319312727417
id_115,97.5996885195356
id_116,113.82236608985843
id_117,100.05954276541587
id_118,107.96292351369104
id_119,125.1092253815693
id_120,98.10909279304704
id_121,124.42073572164175
id_122,115.95028272164608
id_123,99.63928987133056
id_124,125.68777279810288
id_125,80.33676439108422
id_126,106.42577726230172
id_127,96.88319516345626
id_128,116.93149348914322
id_129,151.91891862451925
id_130,74.23339640618661
id_131,135.67517508976852
id_132,78.75405415372964
id_133,74.98282656755754
id_134,86.24789431245839
id_135,93.71829796663698
id_136,137.66708606093678
id_137,126.04090435010616
id_138,95.06381214601936
id_139,109.6898045317949
id_140,137.4891916152185
id_141,86.59234252442673
id_142,94.53346559077895
id_143,79.35471734958631
id_144,139.66448562912197
id_145,90.32014478764093
id_146,110.56145212034515
id_147,127.59271410178792
id_148,88.8951176023711
id_149,73.9649799384311
id_150,137.15412053370923
id_151,78.80682212837755
id_152,115.98697962287984
id_153,109.48437776531097
id_154,86.16105015450657
id_155,126.32788104288215
id_156,91.11697353886726
id_157,81.11600848019037
id_158,130.30141151881003
id_159,89.19975721709622
id_160,85.34509705615663
id_161,151.1689142777131
id_162,114.6186904401753
id_163,141.66430986533436
id_164,108.2728561082966
id_165,118.39765507658635
id_166,131.79937925074407
id_167,128.4434639666069
id_168,114.6206992785977
id_169,108.00167728206301
id_170,110.36587558610009
id_171,81.95688854171725
id_172,126.06873242677047
id_173,117.65804980519073
id_174,148.07941235353178
id_175,109.08796695095796
id_176,96.72388347189337
id_177,109.82099865412181
id_178,124.09041218826525
id_179,90.89597119592318
id_180,88.86828272646852
id_181,128.9124779026932
id_182,105.19687468594653
id_183,127.72845170812005
id_184,70.47263455883912
id_185,135.00052376004294
id_186,114.49163211362847
id_187,125.93896616430035
id_188,121.91612420996341
id_189,134.05275344598067
id_190,89.36866452386681
id_191,105.00275444875493
id_192,93.87362248638104
id_193,144.48539111069115
id_194,93.6702925203709
id_195,107.2779916052796
id_196,103.05740074788528
id_197,60.352672507551354
id_198,96.68306022132586
id_199,79.63743450579734
id_200,108.71423037172809
id_201,113.62811915087552
id_202,96.39047934715435
id_203,138.612388701711
id_204,130.86352512385739
id_205,96.67410976292508
id_206,98.70505963421789
id_207,132.649050240859
id_208,98.97371796109486
id_209,107.20770155899174
id_210,71.33857542985939
id_211,102.03722290767146
id_212,108.01292740112777
id_213,140.17737157522438
id_214,105.94949834063121
id_215,83.51256713189042
id_216,124.11469887215546
id_217,91.2392340305257
id_218,104.91240377352949
id_219,142.42789922940628
id_220,139.21188684004235
id_221,103.70233867825372
id_222,138.33616149566342
id_223,150.77586105706823
id_224,118.23564728973453
id_225,102.10066603058223
id_226,68.48212853794567
id_227,127.14575238388014
id_228,104.96325441212088
id_229,125.81017322536908
id_230,68.79756965852528
id_231,103.89869644151663
id_232,84.6360469738151
id_233,113.82061059185502
id_234,112.98022942386916
id_235,98.66762299479029
id_236,73.45996874278725
id_237,72.52520731679304
id_238,93.13914173560767
id_239,79.12899390582494
id_240,130.96680479017138
id_241,139.88649423362912
id_242,103.99102324089296
id_243,123.17043012544298
id_244,118.25851765121564
id_245,135.2552595863211
id_246,117.43172561320563
id_247,133.95063949275342
id_248,113.46187191640254
id_249,72.4202545605338
id_250,103.00157372115784
id_251,112.33735408993506
id_252,89.8316084163077
id_253,102.97774199835669
id_254,108.9754479200376
id_255,95.88150699960875
id_256,111.33638297380423
id_257,62.79155417455797
id_258,140.70990722350737
id_259,114.27447170037917
